Номер поручения;Заказчик;Дата поручения;Выполнено;Дата выполнения;Затрачено дней;Сумма вознаграждения;Описание;Тип поручения
11398;Анна;1052-09-03;да;1052-10-22;10.0;12000;В лесу между городом и деревней заметили разбойников. Нужно прогнать их. Осмотрите все возможные укрытия, чтобы найти разбойников.;3
11399;Бабушка Синь;1052-11-19;да;1052-12-01;5.0;6000;В пещере завёлся дракон. Нужно его уничтожить.;0
11400;Леонтия;1052-09-24;да;1052-10-05;4.0;5000;В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.;0
11401;Бабушка Синь;1051-01-28;да;1051-03-07;8.0;17000;В городе монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.;1
11402;Егор;1053-11-12;нет;;;12000;По дороге из деревни у меня потерялась драгоценность. Нужно вернуть её как можно скорее.;2
11403;Чарли;1052-02-28;да;1052-03-14;9.0;18500;В деревне у меня был украден рюкзак. Нужно вернуть его как можно скорее.;2
11404;Олег;1053-04-15;да;1053-05-28;3.0;29500;В лесу по дороге от пещеры монстры нападают на людей. Нужно победить их.;3
11405;Бабушка Синь;1052-01-12;да;1052-02-15;2.0;17000;В пещере появвилось огромное каменное чудовище. Нужно убить его.;0
11406;Аделина;1051-04-21;да;1051-06-14;3.0;21500;Недалеко от города заметили зверей. Нужно убить их.;3
11407;Эмилио;1051-12-16;да;1051-12-31;7.0;19000;В городе у меня пропал рюкзак. Нужно найти его как можно скорее.;2
11408;Леонтия;1051-05-29;да;1051-06-11;5.0;28000;В пещере завёлся дракон. Нужно его убить.;0
11409;Надя;1051-12-07;да;1051-12-26;7.0;16000;В лесу по дороге от пещеры звери нападают на людей. Нужно прогнать их.;3
11410;Егор;1051-04-22;да;1051-05-24;9.0;27500;В деревне у меня была украдена драгоценность. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11411;Анна;1051-03-23;да;1051-05-15;4.0;26000;Недалеко от города у меня пропал рюкзак. Нужно вернуть его как можно скорее. Проверьте все места, где он мог быть оставлен.;2
11412;Роман;1053-01-27;да;1053-03-13;4.0;9500;В пещере завёлся дракон. Нужно его уничтожить.;0
11413;Роман;1052-08-06;да;1052-08-10;1.0;7500;Недалеко от города у меня пропала сумка с документами. Нужно вернуть её как можно скорее.;2
11414;Влад;1052-11-15;да;1052-12-18;4.0;9000;Недалеко от города у меня был украден рюкзак. Нужно найти его как можно скорее. Проверьте все места, где он мог быть оставлен.;2
11415;Максимилиан;1052-09-04;да;1052-10-11;6.0;11000;По дороге из деревни у меня потерялась драгоценность. Нужно найти её как можно скорее.;2
11416;Иван;1053-07-25;да;1053-08-25;7.0;19000;В лесу около деревни заметили зверей. Нужно прогнать их.;3
11417;Леонтия;1053-09-22;нет;;;20500;Недалеко от города у меня была украдена драгоценность. Нужно найти её как можно скорее.;2
11418;Эмилио;1053-07-21;да;1053-08-28;6.0;25000;В лесу между городом и деревней монстры нападают на людей. Нужно уничтожить их.;3
11419;Аделина;1051-04-10;да;1051-05-22;9.0;22000;В лесу недалеко от города видели монстров. Нужно уничтожить их.;3
11420;Иван;1053-06-18;да;1053-08-14;5.0;7000;В лесу между городом и деревней разбойники нападают на людей. Нужно проучить их.;3
11421;Аделина;1053-03-15;да;1053-05-09;10.0;19500;В деревне у меня потерялась сумка с документами. Нужно найти её как можно скорее.;2
11422;Эмилио;1052-07-19;да;1052-08-11;8.0;27500;Недалеко от города у меня пропал рюкзак. Нужно найти его как можно скорее.;2
11423;Аделина;1051-05-09;да;1051-05-17;2.0;28000;По дороге из деревни у меня был украден рюкзак. Нужно найти его как можно скорее.;2
11424;Аделина;1051-03-02;да;1051-03-29;5.0;9500;В лесу около деревни монстры нападают на людей. Нужно уничтожить их.;3
11425;Мария;1051-04-27;да;1051-05-29;1.0;7500;По дороге из деревни были замечены разбойники. Нужно убить их.;3
11426;Леонтия;1053-05-24;да;1053-05-31;4.0;7500;В городе у меня пропала драгоценность. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11427;Татьяна;1053-06-02;да;1053-07-12;10.0;5000;В лесу между городом и деревней разбойники нападают на людей. Нужно прогнать их.;3
11428;Эмилио;1053-11-04;нет;;;12500;В лесу около деревни звери нападают на людей. Нужно прогнать их.;3
11429;Роман;1053-10-09;да;1053-12-05;1.0;29500;В городе у меня была украдена сумка с документами. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11430;Татьяна;1053-08-13;да;1053-09-21;9.0;25000;В городе у меня потерялась сумка с документами. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11431;Максимилиан;1051-07-15;да;1051-08-21;9.0;14000;В лесу около деревни видели монстров. Нужно победить их. Будьте осторожны, так как монстры могут быть опасными.;3
11432;Чарли;1052-12-09;да;1052-12-23;9.0;25500;По дороге из деревни были замечены разбойники. Нужно проучить их. Будьте осторожны, так как разбойники могут быть опасными.;3
11433;Леонтия;1053-05-03;да;1053-05-21;8.0;9500;В городе у меня пропал рюкзак. Нужно вернуть его как можно скорее.;2
11434;Эмилио;1053-03-24;да;1053-04-03;8.0;23000;В городе у меня пропала сумка с документами. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11435;Эмилио;1052-12-17;да;1053-01-09;7.0;5500;Недалеко от города у меня была украдена сумка с документами. Нужно найти её как можно скорее.;2
11436;Егор;1052-12-19;да;1052-12-31;7.0;28000;В лесу недалеко от города заметили монстров. Нужно победить их. Осмотрите все возможные укрытия, чтобы найти монстров.;3
11437;Мария;1052-05-24;да;1052-06-09;8.0;21000;В пещере завёлся дракон. Нужно его уничтожить.;0
11438;Влад;1053-11-19;нет;;;11000;В городе у меня пропала драгоценность. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11439;Иван;1051-08-05;да;1051-09-16;9.0;18000;По дороге из деревни у меня была украдена сумка с документами. Нужно найти её как можно скорее.;2
11440;Мария;1051-10-06;да;1051-10-28;5.0;28500;Недалеко от города заметили разбойников. Нужно проучить их.;3
11441;Анна;1053-01-07;да;1053-02-18;10.0;7000;В лесу недалеко от города видели монстров. Нужно победить их.;3
11442;Мария;1052-11-17;да;1053-01-16;3.0;28000;Недалеко от города монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.;1
11443;Мария;1051-12-17;да;1052-02-12;5.0;16500;По дороге из деревни заметили зверей. Нужно прогнать их.;3
11444;Аделина;1052-04-11;да;1052-06-01;10.0;16500;В пещере появвилось огромное каменное чудовище. Нужно убить его.;0
11445;Аделина;1051-10-28;да;1051-12-20;7.0;28500;Недалеко от города у меня пропала драгоценность. Нужно вернуть её как можно скорее.;2
11446;Роман;1053-09-03;да;1053-09-06;2.0;12500;По дороге из деревни монстры похитили путников. Нужно спасти их.;1
11447;Бьянка;1053-09-09;да;1053-09-17;1.0;5000;В деревне монстры похитили путников. Нужно освободить их.;1
11448;Мария;1051-08-16;да;1051-08-30;3.0;18000;В лесу недалеко от города монстры нападают на людей. Нужно победить их. Осмотрите все возможные укрытия, чтобы найти монстров.;3
11449;Егор;1052-01-31;да;1052-03-17;9.0;22000;В городе у меня потерялась сумка с документами. Нужно найти её как можно скорее.;2
11450;Егор;1051-03-10;да;1051-04-26;9.0;21500;В деревне у меня потерялась сумка с документами. Нужно найти её как можно скорее.;2
11451;Роман;1051-02-12;да;1051-02-27;8.0;8000;По дороге из деревни монстры похитили путников. Нужно освободить их.;1
11452;Иван;1051-03-14;да;1051-04-17;3.0;9000;В пещере появвилось огромное каменное чудовище. Нужно убить его.;0
11453;Егор;1051-04-28;да;1051-06-18;7.0;27000;В городе монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.;1
11454;Олег;1052-08-25;да;1052-09-14;6.0;5500;По дороге из деревни у меня пропала сумка с документами. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11455;Роман;1053-04-23;да;1053-05-27;2.0;14500;В деревне у меня был украден рюкзак. Нужно найти его как можно скорее.;2
11456;Анна;1052-10-07;да;1052-11-02;7.0;10000;В городе у меня была украдена сумка с документами. Нужно вернуть её как можно скорее.;2
11457;Олег;1053-03-09;да;1053-04-29;3.0;12500;В городе у меня потерялся рюкзак. Нужно вернуть его как можно скорее. Проверьте все места, где он мог быть оставлен.;2
11458;Максимилиан;1052-12-30;да;1053-01-02;2.0;28500;В лесу между городом и деревней заметили разбойников. Нужно убить их. Будьте осторожны, так как разбойники могут быть опасными.;3
11459;Бабушка Синь;1051-04-29;да;1051-06-27;5.0;6500;В лесу недалеко от города заметили разбойников. Нужно убить их.;3
11460;Анна;1052-09-05;да;1052-09-11;3.0;27000;В городе монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.;1
11461;Роман;1051-05-17;да;1051-06-11;2.0;28000;В городе у меня пропал рюкзак. Нужно найти его как можно скорее.;2
11462;Егор;1053-11-22;нет;;;19500;В городе монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.;1
11463;Влад;1052-09-18;да;1052-10-04;1.0;11500;В пещере появвилось огромное каменное чудовище. Нужно убить его.;0
11464;Влад;1053-01-21;да;1053-03-19;4.0;6000;В городе у меня потерялась сумка с документами. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11465;Надя;1052-05-22;да;1052-06-10;10.0;28000;Недалеко от города разбойники нападают на людей. Нужно убить их.;3
11466;Олег;1051-06-03;да;1051-07-28;10.0;25500;В лесу по дороге от пещеры видели монстров. Нужно уничтожить их.;3
11467;Эмилио;1052-06-17;да;1052-06-29;7.0;18500;В лесу около деревни монстры нападают на людей. Нужно уничтожить их. Будьте осторожны, так как монстры могут быть опасными.;3
11468;Роман;1053-08-24;да;1053-09-16;5.0;7500;По дороге из деревни у меня была украдена драгоценность. Нужно найти её как можно скорее.;2
11469;Эмилио;1053-01-01;да;1053-01-22;5.0;13500;По дороге из деревни монстры нападают на людей. Нужно уничтожить их. Будьте осторожны, так как монстры могут быть опасными.;3
11470;Иван;1053-06-16;да;1053-07-04;1.0;13000;По дороге из деревни у меня пропала драгоценность. Нужно найти её как можно скорее.;2
11471;Роман;1053-01-15;да;1053-03-04;2.0;18000;В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.;0
11472;Бьянка;1051-03-23;да;1051-04-21;10.0;9000;В деревне монстры похитили путников. Нужно освободить их.;1
11473;Чарли;1053-11-05;да;1053-11-21;2.0;13500;В деревне у меня была украдена сумка с документами. Нужно вернуть её как можно скорее.;2
11474;Эмилио;1053-03-21;да;1053-04-16;2.0;6000;Недалеко от города монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.;1
11475;Олег;1053-08-19;да;1053-10-18;2.0;20000;В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.;0
11476;Аделина;1052-01-01;да;1052-01-07;3.0;10000;По дороге из деревни звери нападают на людей. Нужно прогнать их. Будьте осторожны, так как звери могут быть опасными.;3
11477;Влад;1052-05-09;да;1052-05-16;1.0;24000;Недалеко от города у меня потерялась драгоценность. Нужно найти её как можно скорее.;2
11478;Чарли;1052-11-16;да;1052-11-27;10.0;24000;В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.;0
11479;Иван;1051-12-16;да;1052-02-04;1.0;20500;В деревне у меня пропала драгоценность. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.;2
11480;Влад;1052-04-07;да;1052-05-11;2.0;16500;В городе у меня потерялась драгоценность. Нужно найти её как можно скорее.;2
11481;Егор;1051-12-24;да;1052-01-06;3.0;27500;В городе у меня потерялась драгоценность. Нужно вернуть её как можно скорее.;2
11482;Иван;1051-10-23;да;1051-11-02;2.0;18000;В лесу около деревни видели монстров. Нужно уничтожить их. Будьте осторожны, так как монстры могут быть опасными.;3
11483;Чарли;1053-07-15;да;1053-08-09;5.0;24500;В пещере завёлся дракон. Нужно его убить. Это может потребовать времени и усилий, так как дракон очень опасен.;0
11484;Анна;1052-06-26;да;1052-07-16;1.0;29000;В лесу по дороге от пещеры разбойники нападают на людей. Нужно проучить их.;3
11485;Олег;1051-08-13;да;1051-08-29;2.0;23500;В деревне у меня был украден рюкзак. Нужно вернуть его как можно скорее.;2
11486;Чарли;1052-03-30;да;1052-04-13;6.0;7000;В деревне у меня пропал рюкзак. Нужно вернуть его как можно скорее.;2
11487;Максимилиан;1051-02-16;да;1051-03-30;3.0;17500;По дороге из деревни заметили разбойников. Нужно прогнать их. Будьте осторожны, так как разбойники могут быть опасными.;3
11488;Максимилиан;1052-12-17;да;1053-02-13;4.0;20500;В лесу по дороге от пещеры встречаются звери. Нужно прогнать их. Осмотрите все возможные укрытия, чтобы найти зверей.;3
11489;Анна;1053-07-03;да;1053-08-18;7.0;15000;По дороге из деревни монстры похитили путников. Нужно спасти их.;1
11490;Анна;1052-04-07;да;1052-04-24;1.0;26500;В лесу по дороге от пещеры видели монстров. Нужно уничтожить их.;3
11491;Роман;1053-05-13;да;1053-07-11;1.0;9000;В пещере появвилось огромное каменное чудовище. Нужно уничтожить его. Это может потребовать времени и усилий, так как огромное каменное чудовище очень опасен.;0
11492;Надя;1053-08-24;да;1053-09-11;4.0;7000;По дороге из деревни у меня была украдена драгоценность. Нужно вернуть её как можно скорее.;2
11493;Анна;1051-08-17;да;1051-09-28;4.0;8500;В лесу около деревни заметили разбойников. Нужно прогнать их.;3
11494;Леонтия;1052-08-05;да;1052-09-15;6.0;13500;Недалеко от города у меня пропал рюкзак. Нужно вернуть его как можно скорее.;2
11495;Чарли;1053-04-06;да;1053-05-11;4.0;23000;В лесу около деревни встречаются звери. Нужно убить их.;3
11496;Олег;1052-10-03;да;1052-11-25;7.0;9000;В лесу между городом и деревней видели монстров. Нужно победить их.;3
11497;Леонтия;1053-06-13;да;1053-07-10;4.0;8000;В лесу по дороге от пещеры монстры нападают на людей. Нужно победить их.;3
11498;Мария;1052-10-18;да;1052-12-16;2.0;28000;В лесу около деревни разбойники нападают на людей. Нужно прогнать их.;3
11499;Олег;1053-07-08;да;1053-07-15;4.0;16500;В лесу недалеко от города были замечены разбойники. Нужно проучить их.;3
